
Respondent_ID,Age,Gender,City_Tier,Employment_Type,Monthly_Income_INR,Monthly_Expenses_INR,Savings_Percentage,Investment_Type,Has_Health_Insurance,Has_Life_Insurance,Has_Emergency_Fund,Debt_Status,Monthly_Debt_Payment_INR,Financial_Literacy_Score,Uses_Financial_Apps,Primary_Financial_Goal,Risk_Tolerance_Level,Savings_Channel,Region
928,25,Female,Tier 1,Self-Employed,138805,91685,20,Mutual Funds,Yes,Yes,Yes,No Debt,30394,8,Yes,Wealth Accumulation,Medium,Digital Wallet,East
929,30,Female,Tier 2,Unemployed,108846,58639,5,Mutual Funds,Yes,No,No,Credit Card Debt,15402,3,No,Travel,Medium,Investment Platform,East
930,53,Female,Tier 3,Student,37927,10992,20,Gold,No,Yes,Yes,No Debt,27140,1,Yes,Retirement,Medium,Bank Account,Central
931,58,Male,Tier 2,Salaried,135589,82394,41,Cryptocurrency,No,No,Yes,Home Loan,22595,2,Yes,Travel,Low,Bank Account,West
932,33,Female,Tier 1,Unemployed,130657,77657,7,Mutual Funds,Yes,No,Yes,Credit Card Debt,42723,10,Yes,Retirement,Medium,Digital Wallet,East
933,51,Male,Tier 1,Unemployed,81630,37160,35,None,No,No,Yes,No Debt,46764,10,Yes,Home Purchase,Low,Investment Platform,West
934,56,Female,Tier 1,Student,119428,55156,17,Stocks,No,No,Yes,No Debt,24911,7,Yes,Home Purchase,Low,Bank Account,South
935,44,Male,Tier 2,Unemployed,137035,96442,20,Fixed Deposit,No,No,No,Credit Card Debt,25752,6,Yes,Retirement,Medium,Digital Wallet,East
936,35,Female,Tier 2,Unemployed,198419,127925,47,Stocks,Yes,Yes,Yes,Home Loan,19405,8,Yes,Wealth Accumulation,Low,Digital Wallet,South
937,49,Male,Tier 1,Salaried,141244,14136,25,Cryptocurrency,No,No,Yes,Credit Card Debt,24220,7,Yes,Home Purchase,Medium,Digital Wallet,Central
938,28,Male,Tier 3,Salaried,84518,71868,6,Fixed Deposit,Yes,Yes,No,No Debt,33953,10,Yes,Business,Medium,Bank Account,North
939,25,Female,Tier 2,Salaried,191355,92263,31,Stocks,Yes,No,Yes,Credit Card Debt,36053,8,Yes,Business,High,Investment Platform,Central
940,49,Male,Tier 1,Self-Employed,96326,42167,42,Stocks,Yes,Yes,Yes,No Debt,3447,3,Yes,Travel,Medium,Bank Account,Central
941,24,Male,Tier 2,Self-Employed,158277,120957,30,Gold,Yes,No,Yes,Personal Loan,10662,6,Yes,Business,Low,Cash,Central
942,32,Male,Tier 2,Salaried,135243,25479,42,Cryptocurrency,No,No,No,Credit Card Debt,4899,7,Yes,Business,Low,Cash,East
943,22,Male,Tier 1,Salaried,27748,129392,29,None,Yes,No,Yes,Credit Card Debt,28582,10,Yes,Wealth Accumulation,Low,Bank Account,South
944,47,Female,Tier 1,Self-Employed,167169,145895,15,Gold,Yes,Yes,Yes,No Debt,48828,1,No,Wealth Accumulation,Low,Investment Platform,East
945,51,Female,Tier 3,Student,149164,29585,12,Fixed Deposit,Yes,Yes,Yes,No Debt,1935,1,Yes,Education,Low,Digital Wallet,North
946,56,Female,Tier 2,Unemployed,68311,36619,12,None,No,No,No,No Debt,42213,7,Yes,Education,Low,Cash,Central
947,56,Female,Tier 2,Unemployed,37692,85069,37,Gold,Yes,Yes,No,No Debt,42042,3,Yes,Wealth Accumulation,Medium,Cash,West
948,46,Male,Tier 2,Salaried,139954,49895,11,Cryptocurrency,No,No,No,Credit Card Debt,10335,3,Yes,Education,Medium,Bank Account,North
949,47,Female,Tier 1,Student,169934,13720,42,Mutual Funds,Yes,Yes,Yes,No Debt,17669,5,Yes,Wealth Accumulation,Medium,Cash,South
950,25,Male,Tier 1,Self-Employed,145035,29267,25,Mutual Funds,Yes,No,Yes,Credit Card Debt,8545,6,Yes,Education,Medium,Cash,North
951,40,Male,Tier 2,Salaried,94507,63364,12,Fixed Deposit,Yes,Yes,Yes,Home Loan,40247,2,Yes,Home Purchase,Medium,Digital Wallet,East
952,31,Female,Tier 1,Student,95152,61567,25,Mutual Funds,Yes,No,Yes,Credit Card Debt,38023,3,Yes,Wealth Accumulation,Medium,Digital Wallet,West
953,30,Male,Tier 1,Student,19926,101229,24,Gold,Yes,No,Yes,No Debt,18269,6,Yes,Travel,Medium,Investment Platform,East
954,58,Female,Tier 3,Student,18969,88518,12,Fixed Deposit,Yes,Yes,Yes,No Debt,37830,3,No,Travel,Low,Cash,Central
955,26,Male,Tier 3,Self-Employed,50733,92844,35,None,No,Yes,Yes,Home Loan,7066,5,Yes,Wealth Accumulation,Medium,Investment Platform,Central
956,28,Female,Tier 3,Self-Employed,84855,100697,33,Cryptocurrency,Yes,Yes,No,Credit Card Debt,10712,9,No,Business,Medium,Investment Platform,North
957,43,Female,Tier 3,Unemployed,56743,67196,13,Fixed Deposit,Yes,No,Yes,Home Loan,15991,3,Yes,Travel,Low,Digital Wallet,Central
958,46,Female,Tier 1,Unemployed,145193,125600,19,None,Yes,Yes,No,Credit Card Debt,35790,6,Yes,Business,Low,Digital Wallet,Central
959,32,Female,Tier 3,Student,185948,110625,34,Fixed Deposit,No,No,Yes,No Debt,21649,5,Yes,Travel,Low,Bank Account,South
960,46,Female,Tier 1,Student,122445,141567,30,Stocks,Yes,Yes,Yes,Credit Card Debt,34315,5,No,Retirement,Medium,Digital Wallet,South
961,33,Male,Tier 3,Self-Employed,35323,54755,14,Stocks,Yes,Yes,Yes,No Debt,30806,6,Yes,Retirement,Medium,Investment Platform,East
962,38,Female,Tier 3,Unemployed,31428,43324,33,Fixed Deposit,No,Yes,Yes,No Debt,12210,6,Yes,Wealth Accumulation,Low,Cash,East
963,45,Male,Tier 2,Student,49578,88929,20,Mutual Funds,Yes,Yes,Yes,Personal Loan,36972,1,Yes,Travel,Low,Investment Platform,South
964,53,Female,Tier 3,Unemployed,101486,142624,40,Stocks,Yes,Yes,Yes,Personal Loan,40358,9,Yes,Home Purchase,High,Investment Platform,North
965,32,Female,Tier 2,Unemployed,79140,61272,24,Cryptocurrency,Yes,No,No,Credit Card Debt,34136,5,No,Business,Low,Investment Platform,South
966,56,Female,Tier 1,Student,122325,84462,49,None,Yes,No,No,No Debt,44297,1,Yes,Travel,Low,Digital Wallet,East
967,24,Male,Tier 2,Self-Employed,98829,64675,41,Gold,Yes,Yes,Yes,Home Loan,15945,8,Yes,Wealth Accumulation,Low,Investment Platform,West
968,25,Male,Tier 2,Student,21364,83591,26,Stocks,Yes,No,No,No Debt,29665,7,Yes,Business,Medium,Bank Account,Central
969,57,Female,Tier 1,Student,143867,42363,11,Fixed Deposit,Yes,No,No,Home Loan,42477,7,Yes,Education,Medium,Cash,West
970,28,Male,Tier 2,Unemployed,181421,87004,27,Mutual Funds,Yes,Yes,No,Credit Card Debt,13644,5,Yes,Wealth Accumulation,Medium,Digital Wallet,West
971,48,Male,Tier 3,Student,146763,50718,45,Gold,Yes,Yes,No,Credit Card Debt,4917,1,Yes,Travel,High,Investment Platform,Central
972,51,Male,Tier 1,Self-Employed,110598,123627,44,None,No,Yes,Yes,Home Loan,19868,9,Yes,Home Purchase,Medium,Bank Account,South
973,29,Female,Tier 3,Student,191968,36870,33,None,No,Yes,Yes,Home Loan,11877,9,No,Education,Low,Cash,North
974,49,Female,Tier 3,Self-Employed,72062,47394,20,Stocks,No,No,Yes,No Debt,13224,8,Yes,Wealth Accumulation,Medium,Investment Platform,West
975,34,Male,Tier 3,Self-Employed,159933,62057,42,None,Yes,No,Yes,Credit Card Debt,3052,5,No,Travel,Low,Cash,North
976,42,Male,Tier 3,Unemployed,103302,89795,32,None,Yes,Yes,Yes,No Debt,27272,3,Yes,Retirement,Medium,Digital Wallet,East
977,31,Male,Tier 2,Salaried,78928,90409,42,Mutual Funds,Yes,Yes,Yes,Home Loan,41150,8,Yes,Travel,Low,Digital Wallet,West
978,43,Female,Tier 3,Salaried,56347,23016,35,Mutual Funds,Yes,No,No,Personal Loan,30668,1,Yes,Retirement,Medium,Bank Account,East
979,21,Female,Tier 3,Unemployed,18121,52137,18,Mutual Funds,No,No,No,Personal Loan,17316,3,No,Retirement,Low,Digital Wallet,South
980,57,Male,Tier 1,Student,98793,141225,37,Fixed Deposit,Yes,No,No,Personal Loan,7240,7,Yes,Wealth Accumulation,High,Bank Account,West
981,41,Male,Tier 2,Unemployed,43164,148925,13,None,Yes,No,No,Home Loan,31559,4,Yes,Travel,Low,Investment Platform,East
982,46,Male,Tier 2,Self-Employed,40491,22379,31,None,Yes,Yes,No,No Debt,3238,7,Yes,Travel,Medium,Cash,East
983,56,Female,Tier 1,Salaried,74222,131169,28,None,Yes,No,Yes,Credit Card Debt,43175,5,No,Retirement,Low,Digital Wallet,South
984,43,Female,Tier 2,Unemployed,169237,136082,17,Cryptocurrency,Yes,No,Yes,Home Loan,565,6,Yes,Business,High,Cash,North
985,21,Male,Tier 2,Student,18748,123089,30,Mutual Funds,Yes,Yes,Yes,Personal Loan,21762,7,Yes,Education,Medium,Cash,North
986,35,Male,Tier 1,Unemployed,41553,21049,33,Gold,Yes,No,No,No Debt,5558,10,Yes,Home Purchase,Low,Investment Platform,West
987,41,Male,Tier 2,Salaried,131547,141858,47,Stocks,No,Yes,Yes,Credit Card Debt,16375,7,No,Travel,High,Investment Platform,South
988,29,Other,Tier 3,Unemployed,75380,132784,32,Gold,Yes,Yes,No,Credit Card Debt,25710,7,No,Education,Low,Digital Wallet,West
989,29,Male,Tier 2,Unemployed,59331,57691,32,Fixed Deposit,No,Yes,Yes,Home Loan,49895,7,Yes,Education,Medium,Investment Platform,North
990,30,Female,Tier 1,Salaried,135617,67986,12,Fixed Deposit,No,Yes,Yes,Home Loan,11103,7,Yes,Business,Medium,Cash,South
991,46,Female,Tier 1,Self-Employed,54560,104774,27,None,Yes,Yes,No,Credit Card Debt,15174,3,No,Education,Low,Bank Account,Central
992,55,Male,Tier 1,Self-Employed,68865,115315,33,Gold,No,Yes,Yes,Credit Card Debt,41490,3,No,Travel,High,Bank Account,South
993,45,Male,Tier 3,Salaried,192758,67204,9,None,Yes,Yes,Yes,Personal Loan,21793,7,Yes,Wealth Accumulation,Low,Bank Account,South
994,46,Male,Tier 1,Unemployed,90910,30085,46,Cryptocurrency,No,Yes,Yes,Credit Card Debt,27597,2,No,Wealth Accumulation,Low,Digital Wallet,Central
995,31,Female,Tier 2,Salaried,150747,43980,11,Fixed Deposit,Yes,Yes,Yes,Home Loan,8753,2,Yes,Education,High,Investment Platform,East
996,58,Female,Tier 1,Self-Employed,92986,66117,46,Fixed Deposit,Yes,Yes,No,No Debt,38397,3,Yes,Travel,Medium,Investment Platform,East
997,22,Female,Tier 1,Student,25068,25896,40,Gold,Yes,No,Yes,Personal Loan,6318,4,No,Travel,Low,Investment Platform,East
998,27,Female,Tier 3,Unemployed,69460,99353,45,Fixed Deposit,Yes,Yes,Yes,Personal Loan,33069,6,Yes,Retirement,Low,Investment Platform,North
999,38,Male,Tier 2,Self-Employed,115766,39813,31,Cryptocurrency,No,Yes,Yes,Credit Card Debt,20151,8,No,Business,Medium,Cash,South
1000,47,Other,Tier 1,Unemployed,61418,75679,6,Cryptocurrency,Yes,No,No,No Debt,40274,10,Yes,Home Purchase,Low,Bank Account,Central
